ID,eventName,startYear,endYear,signWithCountry,type,category
132,signing defense cooperation agreement,1990,1990,Australia,general,DIC
8,signing defense cooperation agreement,1990,1990,Norway,general,DIC
31,signing defense cooperation agreement,2003,2003,Angola,general,DCA
4,signing defense cooperation agreement,2003,2003,Cape Verde,general,DCA
71,signing defense cooperation agreement,2010,2010,Angola,general,DCA
4,signing defense cooperation agreement,2010,2010,Guinea-Bissau,general,DCA
71,signing defense cooperation agreement,2007,2007,South Africa,general,DCA
164,signing defense cooperation agreement,2007,2007,Guinea-Bissau,general,DCA
55,signing defense cooperation agreement,2004,2004,South Africa,sector,COMMISSION
164,signing defense cooperation agreement,2004,2004,Equatorial Guinea,sector,COMMISSION
63,signing defense cooperation agreement,1990,1990,Turkey,sector,TREX
183,signing defense cooperation agreement,1990,1990,Gambia,sector,TREX
63,signing defense cooperation agreement,1999,1999,Turkey,general,DCA
183,signing defense cooperation agreement,1999,1999,Gambia,general,DCA
63,signing defense cooperation agreement,2009,2009,Turkey,general,DCA
183,signing defense cooperation agreement,2009,2009,Gambia,general,DCA
63,signing defense cooperation agreement,1998,1998,Pakistan,sector,TREX
134,signing defense cooperation agreement,1998,1998,Gambia,sector,TREX
109,signing defense cooperation agreement,2005,2005,South Africa,general,DCA
164,signing defense cooperation agreement,2005,2005,Mali,general,DCA
109,signing defense cooperation agreement,2000,2000,Turkey,sector,TREX
183,signing defense cooperation agreement,2000,2000,Mali,sector,TREX
109,signing defense cooperation agreement,2000,2000,Turkey,general,DCA
183,signing defense cooperation agreement,2000,2000,Mali,general,DCA
155,signing defense cooperation agreement,2008,2008,South Africa,general,DCA
164,signing defense cooperation agreement,2008,2008,Senegal,general,DCA
155,signing defense cooperation agreement,1998,1998,Turkey,general,DCA
183,signing defense cooperation agreement,1998,1998,Senegal,general,DCA
155,signing defense cooperation agreement,1998,1998,Turkey,sector,TREX
183,signing defense cooperation agreement,1998,1998,Senegal,sector,TREX
18,signing defense cooperation agreement,2010,2010,Gabon,sector,TREX
62,signing defense cooperation agreement,2010,2010,Benin,sector,TREX
18,signing defense cooperation agreement,2008,2008,South Africa,general,DCA
164,signing defense cooperation agreement,2008,2008,Benin,general,DCA
112,signing defense cooperation agreement,2002,2002,Turkey,sector,TREX
183,signing defense cooperation agreement,2002,2002,Mauritania,sector,TREX
26,signing defense cooperation agreement,2001,2001,Turkey,general,DCA
183,signing defense cooperation agreement,2001,2001,Burkina Faso,general,DCA
26,signing defense cooperation agreement,2001,2001,Turkey,sector,TREX
183,signing defense cooperation agreement,2001,2001,Burkina Faso,sector,TREX
99,signing defense cooperation agreement,2007,2007,Nigeria,sector,TREX
130,signing defense cooperation agreement,2007,2007,Liberia,sector,TREX
99,signing defense cooperation agreement,2008,2008,Rwanda,general,DCA
148,signing defense cooperation agreement,2008,2008,Liberia,general,DCA
66,signing defense cooperation agreement,2004,2004,Nigeria,sector,TREX
130,signing defense cooperation agreement,2004,2004,Ghana,sector,TREX
66,signing defense cooperation agreement,2000,2000,South Africa,sector,TREX
164,signing defense cooperation agreement,2000,2000,Ghana,sector,TREX
179,signing defense cooperation agreement,1997,1997,South Africa,general,DCA
164,signing defense cooperation agreement,1997,1997,Togo,general,DCA
29,signing defense cooperation agreement,2006,2006,Central African Republic,sector,COMMISSION
32,signing defense cooperation agreement,2006,2006,Cameroon,sector,COMMISSION
130,signing defense cooperation agreement,2001,2001,South Africa,general,DCA
164,signing defense cooperation agreement,2001,2001,Nigeria,general,DCA
130,signing defense cooperation agreement,2006,2006,Jordan,general,DCA
88,signing defense cooperation agreement,2006,2006,Nigeria,general,DCA
130,signing defense cooperation agreement,2007,2007,India,general,DCA
79,signing defense cooperation agreement,2007,2007,Nigeria,general,DCA
130,signing defense cooperation agreement,2010,2010,Pakistan,general,DCA
134,signing defense cooperation agreement,2010,2010,Nigeria,general,DCA
130,signing defense cooperation agreement,2010,2010,Pakistan,general,DIC
134,signing defense cooperation agreement,2010,2010,Nigeria,general,DIC
62,signing defense cooperation agreement,2006,2006,South Africa,general,DCA
164,signing defense cooperation agreement,2006,2006,Gabon,general,DCA
32,signing defense cooperation agreement,2007,2007,South Africa,general,DCA
164,signing defense cooperation agreement,2007,2007,Central African Republic,general,DCA
33,signing defense cooperation agreement,1980,1980,Libya,general,DCA
100,signing defense cooperation agreement,1980,1980,Chad,general,DCA
33,signing defense cooperation agreement,2009,2009,Egypt,general,DCA
53,signing defense cooperation agreement,2009,2009,Chad,general,DCA
38,signing defense cooperation agreement,2008,2008,South Africa,general,DCA
164,signing defense cooperation agreement,2008,2008,Congo (Rep of the),general,DCA
38,signing defense cooperation agreement,2005,2005,Turkey,general,DCA
183,signing defense cooperation agreement,2005,2005,Congo (Rep of the),general,DCA
38,signing defense cooperation agreement,2000,2000,China,sector,TREX
35,signing defense cooperation agreement,2000,2000,Congo (Rep of the),sector,TREX
39,signing defense cooperation agreement,2000,2000,Zimbabwe,general,DCA
198,signing defense cooperation agreement,2000,2000,Congo (Dem Rep of the),general,DCA
39,signing defense cooperation agreement,2004,2004,South Africa,general,DCA
164,signing defense cooperation agreement,2004,2004,Congo (Dem Rep of the),general,DCA
39,signing defense cooperation agreement,1983,1983,Israel,sector,PROCUREMENT
84,signing defense cooperation agreement,1983,1983,Congo (Dem Rep of the),sector,PROCUREMENT
186,signing defense cooperation agreement,2005,2005,Angola,sector,TREX
4,signing defense cooperation agreement,2005,2005,Uganda,sector,TREX
186,signing defense cooperation agreement,1988,1988,Egypt,sector,TREX
53,signing defense cooperation agreement,1988,1988,Uganda,sector,TREX
90,signing defense cooperation agreement,2000,2000,Rwanda,sector,TREX
148,signing defense cooperation agreement,2000,2000,Kenya,sector,TREX
176,signing defense cooperation agreement,2008,2008,Burundi,sector,TREX
27,signing defense cooperation agreement,2008,2008,Tanzania,sector,TREX
148,signing defense cooperation agreement,2010,2010,Ethiopia,general,DCA
58,signing defense cooperation agreement,2010,2010,Rwanda,general,DCA
148,signing defense cooperation agreement,1998,1998,Zimbabwe,sector,TREX
198,signing defense cooperation agreement,1998,1998,Rwanda,sector,TREX
148,signing defense cooperation agreement,2004,2004,South Africa,general,DCA
164,signing defense cooperation agreement,2004,2004,Rwanda,general,DCA
163,signing defense cooperation agreement,1985,1985,South Africa,general,DCA
164,signing defense cooperation agreement,1985,1985,Somalia,general,DCA
163,signing defense cooperation agreement,2010,2010,Turkey,general,DCA
183,signing defense cooperation agreement,2010,2010,Somalia,general,DCA
58,signing defense cooperation agreement,2009,2009,South Africa,general,DCA
164,signing defense cooperation agreement,2009,2009,Ethiopia,general,DCA
58,signing defense cooperation agreement,2006,2006,Turkey,general,DCA
183,signing defense cooperation agreement,2006,2006,Ethiopia,general,DCA
58,signing defense cooperation agreement,2010,2010,Turkey,general,DIC
183,signing defense cooperation agreement,2010,2010,Ethiopia,general,DIC
58,signing defense cooperation agreement,2010,2010,Turkey,general,DCA
183,signing defense cooperation agreement,2010,2010,Ethiopia,general,DCA
58,signing defense cooperation agreement,1989,1989,Israel,sector,PROCUREMENT
84,signing defense cooperation agreement,1989,1989,Ethiopia,sector,PROCUREMENT
4,signing defense cooperation agreement,2010,2010,Mozambique,general,DCA
121,signing defense cooperation agreement,2010,2010,Angola,general,DCA
4,signing defense cooperation agreement,2006,2006,Zimbabwe,general,DCA
198,signing defense cooperation agreement,2006,2006,Angola,general,DCA
4,signing defense cooperation agreement,2005,2005,South Africa,general,DCA
164,signing defense cooperation agreement,2005,2005,Angola,general,DCA
121,signing defense cooperation agreement,1982,1982,Mozambique,sector,TREX
121,signing defense cooperation agreement,1982,1982,Mozambique,sector,TREX
121,signing defense cooperation agreement,1988,1988,Zimbabwe,general,DCA
198,signing defense cooperation agreement,1988,1988,Mozambique,general,DCA
121,signing defense cooperation agreement,2000,2000,South Africa,general,DCA
164,signing defense cooperation agreement,2000,2000,Mozambique,general,DCA
121,signing defense cooperation agreement,2007,2007,South Africa,sector,COMMISSION
164,signing defense cooperation agreement,2007,2007,Mozambique,sector,COMMISSION
121,signing defense cooperation agreement,2002,2002,Libya,sector,TREX
100,signing defense cooperation agreement,2002,2002,Mozambique,sector,TREX
121,signing defense cooperation agreement,1996,1996,Iran,general,DCA
81,signing defense cooperation agreement,1996,1996,Mozambique,general,DCA
121,signing defense cooperation agreement,2006,2006,India,sector,TREX
79,signing defense cooperation agreement,2006,2006,Mozambique,sector,TREX
197,signing defense cooperation agreement,2002,2002,South Africa,general,DCA
164,signing defense cooperation agreement,2002,2002,Zambia,general,DCA
198,signing defense cooperation agreement,1996,1996,South Africa,general,DCA
164,signing defense cooperation agreement,1996,1996,Zimbabwe,general,DCA
198,signing defense cooperation agreement,2005,2005,South Africa,sector,COMMISSION
164,signing defense cooperation agreement,2005,2005,Zimbabwe,sector,COMMISSION
198,signing defense cooperation agreement,1993,1993,Egypt,general,DCA
53,signing defense cooperation agreement,1993,1993,Zimbabwe,general,DCA
198,signing defense cooperation agreement,2006,2006,China,sector,TREX
35,signing defense cooperation agreement,2006,2006,Zimbabwe,sector,TREX
198,signing defense cooperation agreement,2007,2007,Pakistan,sector,TREX
134,signing defense cooperation agreement,2007,2007,Zimbabwe,sector,TREX
106,signing defense cooperation agreement,2008,2008,South Africa,general,DCA
164,signing defense cooperation agreement,2008,2008,Malawi,general,DCA
164,signing defense cooperation agreement,1997,1997,Namibia,sector,COMMISSION
123,signing defense cooperation agreement,1997,1997,South Africa,sector,COMMISSION
164,signing defense cooperation agreement,1997,1997,Namibia,general,DCA
123,signing defense cooperation agreement,1997,1997,South Africa,general,DCA
164,signing defense cooperation agreement,2000,2000,Lesotho,general,DCA
98,signing defense cooperation agreement,2000,2000,South Africa,general,DCA
164,signing defense cooperation agreement,2000,2000,Botswana,sector,COMMISSION
22,signing defense cooperation agreement,2000,2000,South Africa,sector,COMMISSION
164,signing defense cooperation agreement,1998,1998,Algeria,sector,PROCUREMENT
2,signing defense cooperation agreement,1998,1998,South Africa,sector,PROCUREMENT
164,signing defense cooperation agreement,2000,2000,Algeria,general,DCA
2,signing defense cooperation agreement,2000,2000,South Africa,general,DCA
164,signing defense cooperation agreement,2005,2005,Tunisia,general,DCA
182,signing defense cooperation agreement,2005,2005,South Africa,general,DCA
164,signing defense cooperation agreement,2007,2007,Sudan,general,DCA
168,signing defense cooperation agreement,2007,2007,South Africa,general,DCA
164,signing defense cooperation agreement,2004,2004,Iran,general,DCA
81,signing defense cooperation agreement,2004,2004,South Africa,general,DCA
164,signing defense cooperation agreement,2000,2000,Jordan,general,DIC
88,signing defense cooperation agreement,2000,2000,South Africa,general,DIC
164,signing defense cooperation agreement,2003,2003,Saudi Arabia,general,DCA
154,signing defense cooperation agreement,2003,2003,South Africa,general,DCA
164,signing defense cooperation agreement,2002,2002,Kuwait,general,DCA
93,signing defense cooperation agreement,2002,2002,South Africa,general,DCA
164,signing defense cooperation agreement,2002,2002,Qatar,general,DCA
144,signing defense cooperation agreement,2002,2002,South Africa,general,DCA
164,signing defense cooperation agreement,2008,2008,Qatar,sector,COMMISSION
144,signing defense cooperation agreement,2008,2008,South Africa,sector,COMMISSION
164,signing defense cooperation agreement,1999,1999,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,1999,1999,South Africa,general,DCA
164,signing defense cooperation agreement,2001,2001,China,general,DCA
35,signing defense cooperation agreement,2001,2001,South Africa,general,DCA
164,signing defense cooperation agreement,1996,1996,India,sector,PROCUREMENT
79,signing defense cooperation agreement,1996,1996,South Africa,sector,PROCUREMENT
164,signing defense cooperation agreement,2000,2000,India,general,DCA
79,signing defense cooperation agreement,2000,2000,South Africa,general,DCA
164,signing defense cooperation agreement,2003,2003,India,sector,PROCUREMENT
79,signing defense cooperation agreement,2003,2003,South Africa,sector,PROCUREMENT
164,signing defense cooperation agreement,1998,1998,Pakistan,general,DCA
134,signing defense cooperation agreement,1998,1998,South Africa,general,DCA
164,signing defense cooperation agreement,2006,2006,Vietnam,general,DCA
195,signing defense cooperation agreement,2006,2006,South Africa,general,DCA
164,signing defense cooperation agreement,1996,1996,Malaysia,general,DCA
107,signing defense cooperation agreement,1996,1996,South Africa,general,DCA
164,signing defense cooperation agreement,1997,1997,Singapore,general,DCA
159,signing defense cooperation agreement,1997,1997,South Africa,general,DCA
164,signing defense cooperation agreement,1998,1998,Singapore,sector,TREX
159,signing defense cooperation agreement,1998,1998,South Africa,sector,TREX
164,signing defense cooperation agreement,2008,2008,Indonesia,general,DCA
80,signing defense cooperation agreement,2008,2008,South Africa,general,DCA
157,signing defense cooperation agreement,2009,2009,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,2009,2009,Seychelles,general,DCA
120,signing defense cooperation agreement,2010,2010,Qatar,sector,TREX
144,signing defense cooperation agreement,2010,2010,Morocco,sector,TREX
120,signing defense cooperation agreement,2006,2006,United Arab Emirates,sector,TREX
188,signing defense cooperation agreement,2006,2006,Morocco,sector,TREX
2,signing defense cooperation agreement,1983,1983,Tunisia,general,DCA
182,signing defense cooperation agreement,1983,1983,Algeria,general,DCA
2,signing defense cooperation agreement,2001,2001,Tunisia,general,DCA
182,signing defense cooperation agreement,2001,2001,Algeria,general,DCA
2,signing defense cooperation agreement,2003,2003,Turkey,general,DCA
183,signing defense cooperation agreement,2003,2003,Algeria,general,DCA
2,signing defense cooperation agreement,2009,2009,Turkey,sector,TREX
183,signing defense cooperation agreement,2009,2009,Algeria,sector,TREX
2,signing defense cooperation agreement,2008,2008,Vietnam,sector,TREX
195,signing defense cooperation agreement,2008,2008,Algeria,sector,TREX
182,signing defense cooperation agreement,1990,1990,Turkey,general,DCA
183,signing defense cooperation agreement,1990,1990,Tunisia,general,DCA
182,signing defense cooperation agreement,1999,1999,Turkey,general,DCA
183,signing defense cooperation agreement,1999,1999,Tunisia,general,DCA
182,signing defense cooperation agreement,2001,2001,Egypt,sector,TREX
53,signing defense cooperation agreement,2001,2001,Tunisia,sector,TREX
100,signing defense cooperation agreement,1985,1985,Sudan,general,DCA
168,signing defense cooperation agreement,1985,1985,Libya,general,DCA
168,signing defense cooperation agreement,2008,2008,Iran,general,DCA
81,signing defense cooperation agreement,2008,2008,Sudan,general,DCA
168,signing defense cooperation agreement,1998,1998,Syria,general,DCA
173,signing defense cooperation agreement,1998,1998,Sudan,general,DCA
168,signing defense cooperation agreement,2007,2007,China,general,DCA
35,signing defense cooperation agreement,2007,2007,Sudan,general,DCA
168,signing defense cooperation agreement,2005,2005,Pakistan,general,DCA
134,signing defense cooperation agreement,2005,2005,Sudan,general,DCA
168,signing defense cooperation agreement,2004,2004,Malaysia,general,DCA
107,signing defense cooperation agreement,2004,2004,Sudan,general,DCA
81,signing defense cooperation agreement,2008,2008,Iraq,general,DCA
82,signing defense cooperation agreement,2008,2008,Iran,general,DCA
81,signing defense cooperation agreement,1997,1997,Syria,general,DCA
173,signing defense cooperation agreement,1997,1997,Iran,general,DCA
81,signing defense cooperation agreement,2007,2007,Syria,general,DCA
173,signing defense cooperation agreement,2007,2007,Iran,general,DCA
81,signing defense cooperation agreement,2009,2009,Syria,sector,COMMISSION
173,signing defense cooperation agreement,2009,2009,Iran,sector,COMMISSION
81,signing defense cooperation agreement,2008,2008,Lebanon,sector,PROCUREMENT
97,signing defense cooperation agreement,2008,2008,Iran,sector,PROCUREMENT
81,signing defense cooperation agreement,2002,2002,Kuwait,general,DCA
93,signing defense cooperation agreement,2002,2002,Iran,general,DCA
81,signing defense cooperation agreement,2010,2010,Qatar,general,DCA
144,signing defense cooperation agreement,2010,2010,Iran,general,DCA
81,signing defense cooperation agreement,1998,1998,Oman,sector,TREX
133,signing defense cooperation agreement,1998,1998,Iran,sector,TREX
81,signing defense cooperation agreement,2010,2010,Oman,general,DCA
133,signing defense cooperation agreement,2010,2010,Iran,general,DCA
81,signing defense cooperation agreement,1998,1998,Tajikistan,general,DCA
175,signing defense cooperation agreement,1998,1998,Iran,general,DCA
81,signing defense cooperation agreement,2005,2005,Tajikistan,general,DCA
175,signing defense cooperation agreement,2005,2005,Iran,general,DCA
81,signing defense cooperation agreement,2010,2010,Tajikistan,general,DCA
175,signing defense cooperation agreement,2010,2010,Iran,general,DCA
81,signing defense cooperation agreement,1990,1990,China,sector,RESEARCH
35,signing defense cooperation agreement,1990,1990,Iran,sector,RESEARCH
81,signing defense cooperation agreement,1989,1989,North Korea,general,DCA
51,signing defense cooperation agreement,1989,1989,Iran,general,DCA
81,signing defense cooperation agreement,2001,2001,India,general,DCA
79,signing defense cooperation agreement,2001,2001,Iran,general,DCA
81,signing defense cooperation agreement,2003,2003,India,general,DCA
79,signing defense cooperation agreement,2003,2003,Iran,general,DCA
81,signing defense cooperation agreement,1989,1989,Pakistan,general,DCA
134,signing defense cooperation agreement,1989,1989,Iran,general,DCA
81,signing defense cooperation agreement,2002,2002,Pakistan,general,DCA
134,signing defense cooperation agreement,2002,2002,Iran,general,DCA
81,signing defense cooperation agreement,2003,2003,Pakistan,general,DCA
134,signing defense cooperation agreement,2003,2003,Iran,general,DCA
183,signing defense cooperation agreement,2009,2009,Iraq,general,DCA
82,signing defense cooperation agreement,2009,2009,Turkey,general,DCA
183,signing defense cooperation agreement,1991,1991,Egypt,general,DCA
53,signing defense cooperation agreement,1991,1991,Turkey,general,DCA
183,signing defense cooperation agreement,2009,2009,Egypt,general,DCA
53,signing defense cooperation agreement,2009,2009,Turkey,general,DCA
183,signing defense cooperation agreement,2002,2002,Syria,general,DCA
173,signing defense cooperation agreement,2002,2002,Turkey,general,DCA
183,signing defense cooperation agreement,2009,2009,Syria,general,DIC
173,signing defense cooperation agreement,2009,2009,Turkey,general,DIC
183,signing defense cooperation agreement,2009,2009,Lebanon,sector,TREX
97,signing defense cooperation agreement,2009,2009,Turkey,sector,TREX
183,signing defense cooperation agreement,2010,2010,Lebanon,general,DCA
97,signing defense cooperation agreement,2010,2010,Turkey,general,DCA
183,signing defense cooperation agreement,1984,1984,Jordan,sector,TREX
88,signing defense cooperation agreement,1984,1984,Turkey,sector,TREX
183,signing defense cooperation agreement,1996,1996,Jordan,sector,TREX
88,signing defense cooperation agreement,1996,1996,Turkey,sector,TREX
183,signing defense cooperation agreement,1996,1996,Israel,general,DCA
84,signing defense cooperation agreement,1996,1996,Turkey,general,DCA
183,signing defense cooperation agreement,1996,1996,Israel,sector,RESEARCH
84,signing defense cooperation agreement,1996,1996,Turkey,sector,RESEARCH
183,signing defense cooperation agreement,2010,2010,Saudi Arabia,general,DCA
154,signing defense cooperation agreement,2010,2010,Turkey,general,DCA
183,signing defense cooperation agreement,2007,2007,Bahrain,general,DCA
12,signing defense cooperation agreement,2007,2007,Turkey,general,DCA
183,signing defense cooperation agreement,2007,2007,Qatar,general,DCA
144,signing defense cooperation agreement,2007,2007,Turkey,general,DCA
183,signing defense cooperation agreement,2002,2002,United Arab Emirates,sector,TREX
188,signing defense cooperation agreement,2002,2002,Turkey,sector,TREX
183,signing defense cooperation agreement,2001,2001,Oman,sector,TREX
133,signing defense cooperation agreement,2001,2001,Turkey,sector,TREX
183,signing defense cooperation agreement,2003,2003,Afghanistan,general,DCA
0,signing defense cooperation agreement,2003,2003,Turkey,general,DCA
183,signing defense cooperation agreement,2003,2003,Afghanistan,sector,TREX
0,signing defense cooperation agreement,2003,2003,Turkey,sector,TREX
183,signing defense cooperation agreement,1992,1992,Turkmenistan,sector,TREX
184,signing defense cooperation agreement,1992,1992,Turkey,sector,TREX
183,signing defense cooperation agreement,2000,2000,Kyrgyzstan,general,DCA
94,signing defense cooperation agreement,2000,2000,Turkey,general,DCA
183,signing defense cooperation agreement,2008,2008,Kyrgyzstan,general,DCA
94,signing defense cooperation agreement,2008,2008,Turkey,general,DCA
183,signing defense cooperation agreement,1993,1993,Kazakhstan,sector,TREX
89,signing defense cooperation agreement,1993,1993,Turkey,sector,TREX
183,signing defense cooperation agreement,1994,1994,Kazakhstan,general,DCA
89,signing defense cooperation agreement,1994,1994,Turkey,general,DCA
183,signing defense cooperation agreement,1996,1996,Kazakhstan,sector,TREX
89,signing defense cooperation agreement,1996,1996,Turkey,sector,TREX
183,signing defense cooperation agreement,1996,1996,Kazakhstan,general,DIC
89,signing defense cooperation agreement,1996,1996,Turkey,general,DIC
183,signing defense cooperation agreement,2001,2001,Mongolia,general,DIC
118,signing defense cooperation agreement,2001,2001,Turkey,general,DIC
183,signing defense cooperation agreement,1999,1999,South Korea,general,DCA
145,signing defense cooperation agreement,1999,1999,Turkey,general,DCA
183,signing defense cooperation agreement,1999,1999,South Korea,sector,TREX
145,signing defense cooperation agreement,1999,1999,Turkey,sector,TREX
183,signing defense cooperation agreement,2006,2006,South Korea,general,DIC
145,signing defense cooperation agreement,2006,2006,Turkey,general,DIC
183,signing defense cooperation agreement,1987,1987,Pakistan,general,DIC
134,signing defense cooperation agreement,1987,1987,Turkey,general,DIC
183,signing defense cooperation agreement,1993,1993,Pakistan,general,DIC
134,signing defense cooperation agreement,1993,1993,Turkey,general,DIC
183,signing defense cooperation agreement,1995,1995,Pakistan,general,DIC
134,signing defense cooperation agreement,1995,1995,Turkey,general,DIC
183,signing defense cooperation agreement,2001,2001,Pakistan,general,DCA
134,signing defense cooperation agreement,2001,2001,Turkey,general,DCA
183,signing defense cooperation agreement,2004,2004,Pakistan,general,DIC
134,signing defense cooperation agreement,2004,2004,Turkey,general,DIC
183,signing defense cooperation agreement,1981,1981,Bangladesh,sector,TREX
13,signing defense cooperation agreement,1981,1981,Turkey,sector,TREX
183,signing defense cooperation agreement,1997,1997,Bangladesh,general,DIC
13,signing defense cooperation agreement,1997,1997,Turkey,general,DIC
183,signing defense cooperation agreement,2002,2002,Bangladesh,general,DCA
13,signing defense cooperation agreement,2002,2002,Turkey,general,DCA
183,signing defense cooperation agreement,2010,2010,Maldives,general,DCA
108,signing defense cooperation agreement,2010,2010,Turkey,general,DCA
183,signing defense cooperation agreement,1984,1984,Malaysia,sector,TREX
107,signing defense cooperation agreement,1984,1984,Turkey,sector,TREX
183,signing defense cooperation agreement,1999,1999,Malaysia,general,DIC
107,signing defense cooperation agreement,1999,1999,Turkey,general,DIC
183,signing defense cooperation agreement,1991,1991,Singapore,sector,TREX
159,signing defense cooperation agreement,1991,1991,Turkey,sector,TREX
183,signing defense cooperation agreement,2010,2010,Indonesia,general,DIC
80,signing defense cooperation agreement,2010,2010,Turkey,general,DIC
183,signing defense cooperation agreement,2006,2006,Australia,general,DCA
8,signing defense cooperation agreement,2006,2006,Turkey,general,DCA
82,signing defense cooperation agreement,2009,2009,Egypt,general,DCA
53,signing defense cooperation agreement,2009,2009,Iraq,general,DCA
82,signing defense cooperation agreement,2010,2010,Jordan,sector,TREX
88,signing defense cooperation agreement,2010,2010,Iraq,sector,TREX
53,signing defense cooperation agreement,1993,1993,Saudi Arabia,sector,TREX
154,signing defense cooperation agreement,1993,1993,Egypt,sector,TREX
53,signing defense cooperation agreement,1987,1987,Kuwait,sector,TREX
93,signing defense cooperation agreement,1987,1987,Egypt,sector,TREX
53,signing defense cooperation agreement,2009,2009,South Korea,general,DIC
145,signing defense cooperation agreement,2009,2009,Egypt,general,DIC
53,signing defense cooperation agreement,2008,2008,India,sector,TREX
79,signing defense cooperation agreement,2008,2008,Egypt,sector,TREX
53,signing defense cooperation agreement,2002,2002,Pakistan,sector,COMMISSION
134,signing defense cooperation agreement,2002,2002,Egypt,sector,COMMISSION
97,signing defense cooperation agreement,2010,2010,Jordan,general,DCA
88,signing defense cooperation agreement,2010,2010,Lebanon,general,DCA
88,signing defense cooperation agreement,2006,2006,Yemen,general,DCA
196,signing defense cooperation agreement,2006,2006,Jordan,general,DCA
88,signing defense cooperation agreement,2009,2009,China,general,DCA
35,signing defense cooperation agreement,2009,2009,Jordan,general,DCA
88,signing defense cooperation agreement,2009,2009,South Korea,general,DCA
145,signing defense cooperation agreement,2009,2009,Jordan,general,DCA
154,signing defense cooperation agreement,2006,2006,Pakistan,general,DCA
134,signing defense cooperation agreement,2006,2006,Saudi Arabia,general,DCA
93,signing defense cooperation agreement,1995,1995,China,general,DCA
35,signing defense cooperation agreement,1995,1995,Kuwait,general,DCA
93,signing defense cooperation agreement,2004,2004,South Korea,sector,TREX
145,signing defense cooperation agreement,2004,2004,Kuwait,sector,TREX
93,signing defense cooperation agreement,1980,1980,Bangladesh,general,DCA
13,signing defense cooperation agreement,1980,1980,Kuwait,general,DCA
93,signing defense cooperation agreement,2004,2004,Bangladesh,sector,TREX
13,signing defense cooperation agreement,2004,2004,Kuwait,sector,TREX
144,signing defense cooperation agreement,2007,2007,Mongolia,sector,TREX
118,signing defense cooperation agreement,2007,2007,Qatar,sector,TREX
144,signing defense cooperation agreement,2008,2008,India,general,DCA
79,signing defense cooperation agreement,2008,2008,Qatar,general,DCA
188,signing defense cooperation agreement,2006,2006,South Korea,general,DCA
145,signing defense cooperation agreement,2006,2006,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,2003,2003,India,general,DCA
79,signing defense cooperation agreement,2003,2003,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,2006,2006,Pakistan,general,DCA
134,signing defense cooperation agreement,2006,2006,United Arab Emirates,general,DCA
188,signing defense cooperation agreement,2007,2007,Australia,general,DCA
8,signing defense cooperation agreement,2007,2007,United Arab Emirates,general,DCA
133,signing defense cooperation agreement,2002,2002,India,sector,TREX
79,signing defense cooperation agreement,2002,2002,Oman,sector,TREX
133,signing defense cooperation agreement,2005,2005,India,general,DIC
79,signing defense cooperation agreement,2005,2005,Oman,general,DIC
184,signing defense cooperation agreement,1996,1996,Uzbekistan,general,DIC
192,signing defense cooperation agreement,1996,1996,Turkmenistan,general,DIC
175,signing defense cooperation agreement,2004,2004,Kyrgyzstan,general,DCA
94,signing defense cooperation agreement,2004,2004,Tajikistan,general,DCA
175,signing defense cooperation agreement,1999,1999,Kazakhstan,general,DIC
89,signing defense cooperation agreement,1999,1999,Tajikistan,general,DIC
175,signing defense cooperation agreement,1999,1999,Kazakhstan,general,DCA
89,signing defense cooperation agreement,1999,1999,Tajikistan,general,DCA
175,signing defense cooperation agreement,1998,1998,China,sector,TREX
35,signing defense cooperation agreement,1998,1998,Tajikistan,sector,TREX
175,signing defense cooperation agreement,2002,2002,India,sector,TREX
79,signing defense cooperation agreement,2002,2002,Tajikistan,sector,TREX
175,signing defense cooperation agreement,2009,2009,Pakistan,general,DCA
134,signing defense cooperation agreement,2009,2009,Tajikistan,general,DCA
94,signing defense cooperation agreement,1996,1996,Uzbekistan,general,DCA
192,signing defense cooperation agreement,1996,1996,Kyrgyzstan,general,DCA
94,signing defense cooperation agreement,2000,2000,Uzbekistan,general,DCA
192,signing defense cooperation agreement,2000,2000,Kyrgyzstan,general,DCA
94,signing defense cooperation agreement,1995,1995,Kazakhstan,general,DIC
89,signing defense cooperation agreement,1995,1995,Kyrgyzstan,general,DIC
94,signing defense cooperation agreement,1997,1997,Kazakhstan,general,DCA
89,signing defense cooperation agreement,1997,1997,Kyrgyzstan,general,DCA
94,signing defense cooperation agreement,1998,1998,Kazakhstan,sector,TREX
89,signing defense cooperation agreement,1998,1998,Kyrgyzstan,sector,TREX
94,signing defense cooperation agreement,2001,2001,Kazakhstan,general,DCA
89,signing defense cooperation agreement,2001,2001,Kyrgyzstan,general,DCA
94,signing defense cooperation agreement,2004,2004,Kazakhstan,sector,TREX
89,signing defense cooperation agreement,2004,2004,Kyrgyzstan,sector,TREX
94,signing defense cooperation agreement,2004,2004,China,general,DCA
35,signing defense cooperation agreement,2004,2004,Kyrgyzstan,general,DCA
94,signing defense cooperation agreement,2003,2003,India,sector,RESEARCH
79,signing defense cooperation agreement,2003,2003,Kyrgyzstan,sector,RESEARCH
192,signing defense cooperation agreement,2000,2000,China,general,DCA
35,signing defense cooperation agreement,2000,2000,Uzbekistan,general,DCA
